Keyword,PMID,Title,Journal,Abstract,Publication Date
"Human AND ""Pathogen Evolution"" AND Bioinformatics",29268781,Wild eel microbiome reveals that skin mucus of fish could be a natural niche for aquatic mucosal pathogen evolution.,Microbiome,"BACKGROUND: Fish skin mucosal surfaces (SMS) are quite similar in composition and function to some mammalian MS and, in consequence, could constitute an adequate niche for the evolution of mucosal aquatic pathogens in natural environments. We aimed to test this hypothesis by searching for metagenomic and genomic evidences in the SMS-microbiome of a model fish species (Anguilla Anguilla or eel), from different ecosystems (four natural environments of different water salinity and one eel farm) as well as the water microbiome (W-microbiome) surrounding the host. RESULTS: Remarkably, potentially pathogenic Vibrio monopolized wild eel SMS-microbiome from natural ecosystems, Vibrio anguillarum/Vibrio vulnificus and Vibrio cholerae/Vibrio metoecus being the most abundant ones in SMS from estuary and lake, respectively. Functions encoded in the SMS-microbiome differed significantly from those in the W-microbiome and allowed us to predict that successful mucus colonizers should have specific genes for (i) attachment (mainly by forming biofilms), (ii) bacterial competence and communication, and (iii) resistance to mucosal innate immunity, predators (amoeba), and heavy metals/drugs. In addition, we found several mobile genetic elements (mainly integrative conjugative elements) as well as a series of evidences suggesting that bacteria exchange DNA in SMS. Further, we isolated and sequenced a V. metoecus strain from SMS. This isolate shares pathogenicity islands with V. cholerae O1 from intestinal infections that are absent in the rest of sequenced V. metoecus strains, all of them from water and extra-intestinal infections. CONCLUSIONS: We have obtained metagenomic and genomic evidence in favor of the hypothesis on the role of fish mucosal surfaces as a specialized habitat selecting microbes capable of colonizing and persisting on other comparable mucosal surfaces, e.g., the human intestine.",2017 Dec 21
"Human AND ""Pathogen Evolution"" AND Bioinformatics",29553326,"Emerging Coxsackievirus A6 Causing Hand, Foot and Mouth Disease, Vietnam.",Emerging infectious diseases,"Hand, foot and mouth disease (HFMD) is a major public health issue in Asia and has global pandemic potential. Coxsackievirus A6 (CV-A6) was detected in 514/2,230 (23%) of HFMD patients admitted to 3 major hospitals in southern Vietnam during 2011-2015. Of these patients, 93 (18%) had severe HFMD. Phylogenetic analysis of 98 genome sequences revealed they belonged to cluster A and had been circulating in Vietnam for 2 years before emergence. CV-A6 movement among localities within Vietnam occurred frequently, whereas viral movement across international borders appeared rare. Skyline plots identified fluctuations in the relative genetic diversity of CV-A6 corresponding to large CV-A6-associated HFMD outbreaks worldwide. These data show that CV-A6 is an emerging pathogen and emphasize the necessity of active surveillance and understanding the mechanisms that shape the pathogen evolution and emergence, which is essential for development and implementation of intervention strategies.",2018 Apr
"Human AND ""Pathogen Evolution"" AND Bioinformatics",29668677,Bayesian reconstruction of transmission within outbreaks using genomic variants.,PLoS computational biology,"Pathogen genome sequencing can reveal details of transmission histories and is a powerful tool in the fight against infectious disease. In particular, within-host pathogen genomic variants identified through heterozygous nucleotide base calls are a potential source of information to identify linked cases and infer direction and time of transmission. However, using such data effectively to model disease transmission presents a number of challenges, including differentiating genuine variants from those observed due to sequencing error, as well as the specification of a realistic model for within-host pathogen population dynamics. Here we propose a new Bayesian approach to transmission inference, BadTrIP (BAyesian epiDemiological TRansmission Inference from Polymorphisms), that explicitly models evolution of pathogen populations in an outbreak, transmission (including transmission bottlenecks), and sequencing error. BadTrIP enables the inference of host-to-host transmission from pathogen sequencing data and epidemiological data. By assuming that genomic variants are unlinked, our method does not require the computationally intensive and unreliable reconstruction of individual haplotypes. Using simulations we show that BadTrIP is robust in most scenarios and can accurately infer transmission events by efficiently combining information from genetic and epidemiological sources; thanks to its realistic model of pathogen evolution and the inclusion of epidemiological data, BadTrIP is also more accurate than existing approaches. BadTrIP is distributed as an open source package (https://bitbucket.org/nicofmay/badtrip) for the phylogenetic software BEAST2. We apply our method to reconstruct transmission history at the early stages of the 2014 Ebola outbreak, showcasing the power of within-host genomic variants to reconstruct transmission events.",2018 Apr
"Human AND ""Pathogen Evolution"" AND Bioinformatics",30446431,Fogarty International Center collaborative networks in infectious disease modeling: Lessons learnt in research and capacity building.,Epidemics,"Due to a combination of ecological, political, and demographic factors, the emergence of novel pathogens has been increasingly observed in animals and humans in recent decades. Enhancing global capacity to study and interpret infectious disease surveillance data, and to develop data-driven computational models to guide policy, represents one of the most cost-effective, and yet overlooked, ways to prepare for the next pandemic. Epidemiological and behavioral data from recent pandemics and historic scourges have provided rich opportunities for validation of computational models, while new sequencing technologies and the 'big data' revolution present new tools for studying the epidemiology of outbreaks in real time. For the past two decades, the Division of International Epidemiology and Population Studies (DIEPS) of the NIH Fogarty International Center has spearheaded two synergistic programs to better understand and devise control strategies for global infectious disease threats. The Multinational Influenza Seasonal Mortality Study (MISMS) has strengthened global capacity to study the epidemiology and evolutionary dynamics of influenza viruses in 80 countries by organizing international research activities and training workshops. The Research and Policy in Infectious Disease Dynamics (RAPIDD) program and its precursor activities has established a network of global experts in infectious disease modeling operating at the research-policy interface, with collaborators in 78 countries. These activities have provided evidence-based recommendations for disease control, including during large-scale outbreaks of pandemic influenza, Ebola and Zika virus. Together, these programs have coordinated international collaborative networks to advance the study of emerging disease threats and the field of computational epidemic modeling. A global community of researchers and policy-makers have used the tools and trainings developed by these programs to interpret infectious disease patterns in their countries, understand modeling concepts, and inform control policies. Here we reflect on the scientific achievements and lessons learnt from these programs (h-index = 106 for RAPIDD and 79 for MISMS), including the identification of outstanding researchers and fellows; funding flexibility for timely research workshops and working groups (particularly relative to more traditional investigator-based grant programs); emphasis on group activities such as large-scale modeling reviews, model comparisons, forecasting challenges and special journal issues; strong quality control with a light touch on outputs; and prominence of training, data-sharing, and joint publications.",2019 Mar
"Human AND ""Pathogen Evolution"" AND Bioinformatics",30715467,Dynamic Perspectives on the Search for a Universal Influenza Vaccine.,The Journal of infectious diseases,"A universal influenza vaccine (UIV) could considerably alleviate the public health burden of both seasonal and pandemic influenza. Although significant progress has been achieved in clarifying basic immunology and virology relating to UIV, several important questions relating to the dynamics of infection, immunity, and pathogen evolution remain unsolved. In this study, we review these gaps, which span integrative levels, from cellular to global and timescales from molecular events to decades. We argue that they can be best addressed by a tight integration of empirical (laboratory, epidemiological) research and theory and suggest fruitful areas for this synthesis. In particular, quantifying natural and vaccinal limitations on viral transmission are central to this effort.",2019 Apr 8
"Human AND ""Pathogen Evolution"" AND Bioinformatics",31095555,Evolution of major histocompatibility complex gene copy number.,PLoS computational biology,"MHC genes, which code for proteins responsible for presenting pathogen-derived antigens to the host immune system, show remarkable copy-number variation both between and within species. However, the evolutionary forces driving this variation are poorly understood. Here, we use computer simulations to investigate whether evolution of the number of MHC variants in the genome can be shaped by the number of pathogen species the host population encounters (pathogen richness). Our model assumed that while increasing a range of pathogens recognised, expressing additional MHC variants also incurs costs such as an increased risk of autoimmunity. We found that pathogen richness selected for high MHC copy number only when the costs were low. Furthermore, the shape of the association was modified by the rate of pathogen evolution, with faster pathogen mutation rates selecting for increased host MHC copy number, but only when pathogen richness was low to moderate. Thus, taking into account factors other than pathogen richness may help explain wide variation between vertebrate species in the number of MHC genes. Within population, variation in the number of unique MHC variants carried by individuals (INV) was observed under most parameter combinations, except at low pathogen richness. This variance gave rise to positive correlations between INV and host immunocompetence (proportion of pathogens recognised). However, within-population variation in host immunocompetence declined with pathogen richness. Thus, counterintuitively, pathogens can contribute more to genetic variance for host fitness in species exposed to fewer pathogen species, with consequences to predictions from ""Hamilton-Zuk"" theory of sexual selection.",2019 May
"Human AND ""Pathogen Evolution"" AND Bioinformatics",31167846,Proficiency Testing of Virus Diagnostics Based on Bioinformatics Analysis of Simulated In Silico High-Throughput Sequencing Data Sets.,Journal of clinical microbiology,"Quality management and independent assessment of high-throughput sequencing-based virus diagnostics have not yet been established as a mandatory approach for ensuring comparable results. The sensitivity and specificity of viral high-throughput sequence data analysis are highly affected by bioinformatics processing using publicly available and custom tools and databases and thus differ widely between individuals and institutions. Here we present the results of the COMPARE [Collaborative Management Platform for Detection and Analyses of (Re-)emerging and Foodborne Outbreaks in Europe] in silico virus proficiency test. An artificial, simulated in silico data set of Illumina HiSeq sequences was provided to 13 different European institutes for bioinformatics analysis to identify viral pathogens in high-throughput sequence data. Comparison of the participants' analyses shows that the use of different tools, programs, and databases for bioinformatics analyses can impact the correct identification of viral sequences from a simple data set. The identification of slightly mutated and highly divergent virus genomes has been shown to be most challenging. Furthermore, the interpretation of the results, together with a fictitious case report, by the participants showed that in addition to the bioinformatics analysis, the virological evaluation of the results can be important in clinical settings. External quality assessment and proficiency testing should become an important part of validating high-throughput sequencing-based virus diagnostics and could improve the harmonization, comparability, and reproducibility of results. There is a need for the establishment of international proficiency testing, like that established for conventional laboratory tests such as PCR, for bioinformatics pipelines and the interpretation of such results.",2019 Aug
"Human AND ""Pathogen Evolution"" AND Bioinformatics",31283430,Paleomicrobiology: Diagnosis and Evolution of Ancient Pathogens.,Annual review of microbiology,"The last century has witnessed progress in the study of ancient infectious disease from purely medical descriptions of past ailments to dynamic interpretations of past population health that draw upon multiple perspectives. The recent adoption of high-throughput DNA sequencing has led to an expanded understanding of pathogen presence, evolution, and ecology across the globe. This genomic revolution has led to the identification of disease-causing microbes in both expected and unexpected contexts, while also providing for the genomic characterization of ancient pathogens previously believed to be unattainable by available methods. In this review we explore the development of DNA-based ancient pathogen research, the specialized methods and tools that have emerged to authenticate and explore infectious disease of the past, and the unique challenges that persist in molecular paleopathology. We offer guidelines to mitigate the impact of these challenges, which will allow for more reliable interpretations of data in this rapidly evolving field of investigation.",2019 Sep 8
"Human AND ""Pathogen Evolution"" AND Bioinformatics",31454306,Gauging the epidemic potential of a widely circulating non-invasive meningococcal strain in Africa.,Microbial genomics,"Neisseria meningitidis colonizes the human oropharynx and transmits mainly via asymptomatic carriage. Actual outbreaks of meningococcal meningitis are comparatively rare and occur when susceptible populations are exposed to hypervirulent clones, genetically distinct from the main carriage isolates. However, carriage isolates can evolve into pathogens through a limited number of recombination events. The present study examines the potential for the sequence type (ST)-192, by far the dominant clone recovered in recent meningococcal carriage studies in sub-Saharan Africa, to evolve into a pathogen. We used whole-genome sequencing on a collection of 478 meningococcal isolates sampled from 1- to 29- year-old healthy individuals in Arba Minch, southern Ethiopia in 2014. The ST-192 clone was identified in nearly 60 % of the carriers. Using complementary short- and long-read techniques for whole-genome sequencing, we were able to completely resolve genomes and thereby identify genomic differences between the ST-192 carriage strain and known pathogenic clones with the highest possible resolution. We conclude that it is possible, but unlikely, that ST-192 could evolve into a significant pathogen, thus, becoming the major invasive meningococcus clone in the meningitis belt of Africa following upcoming mass vaccination with a polyvalent conjugate vaccine that targets the A, C, W, Y and X capsules.",2019 Aug
"Human AND ""Pathogen Evolution"" AND Bioinformatics",31671157,Twenty years of West Nile virus spread and evolution in the Americas visualized by Nextstrain.,PLoS pathogens,"It has been 20 years since West Nile virus first emerged in the Americas, and since then, little progress has been made to control outbreaks caused by this virus. After its first detection in New York in 1999, West Nile virus quickly spread across the continent, causing an epidemic of human disease and massive bird die-offs. Now the virus has become endemic to the United States, where an estimated 7 million human infections have occurred, making it the leading mosquito-borne virus infection and the most common cause of viral encephalitis in the country. To bring new attention to one of the most important mosquito-borne viruses in the Americas, we provide an interactive review using Nextstrain: a visualization tool for real-time tracking of pathogen evolution (nextstrain.org/WNV/NA). Nextstrain utilizes a growing database of more than 2,000 West Nile virus genomes and harnesses the power of phylogenetics for students, educators, public health workers, and researchers to visualize key aspects of virus spread and evolution. Using Nextstrain, we use virus genomics to investigate the emergence of West Nile virus in the U S, followed by its rapid spread, evolution in a new environment, establishment of endemic transmission, and subsequent international spread. For each figure, we include a link to Nextstrain to allow the readers to directly interact with and explore the underlying data in new ways. We also provide a brief online narrative that parallels this review to further explain the data and highlight key epidemiological and evolutionary features (nextstrain.org/narratives/twenty-years-of-WNV). Mirroring the dynamic nature of outbreaks, the Nextstrain links provided within this paper are constantly updated as new West Nile virus genomes are shared publicly, helping to stay current with the research. Overall, our review showcases how genomics can track West Nile virus spread and evolution, as well as potentially uncover novel targeted control measures to help alleviate its public health burden.",2019 Oct
"Human AND ""Pathogen Evolution"" AND Bioinformatics",31703933,Surfaceome analysis of Australian epidemic Bordetella pertussis reveals potential vaccine antigens.,Vaccine,"Since acellular vaccines (ACV) were introduced in Australia, epidemic Bordetella pertussis strains changed from single nucleotide polymorphism (SNP) cluster II to SNP cluster I. Our previous proteomic analysis identified potential proteomic adaptations in the whole cell and secretome of SNP cluster I. Additionally, current ACVs were shown to be less efficacious against cluster I in mice models and there is a pressing need to discover new antigens to improve the ACV. One important source of novel antigens is the surfaceome. Therefore, in this study we established surface shaving in B. pertussis to compare the surfaceome of SNP cluster I (L1423) and II (L1191), and identify novel surface antigens for vaccine development. Surface shaving using 1 mug of trypsin for 5 min identified 126 proteins with the most abundant being virulence-associated and known outer membrane proteins. Cell viability counts showed minimal lysis from shaving. The proportion of immunogenic proteins was higher in the surfaceome than in the whole cell and secretome. Key differences in the surfaceome were identified between SNP cluster I and II, consistent with those identified in the whole cell proteome and secretome. These differences include unique transport proteins and decreased immunogenic proteins in L1423, and provides further evidence of proteomic adaptation in SNP cluster I. Finally, a comparison of proteins in each sub-proteome identified 22 common proteins. These included 11 virulence proteins (Prn, PtxA, FhaB, CyaA, TcfA, SphB1, Vag8, BrkA, BopD, Bsp22 and BipA) and 11 housekeeping proteins (TuF, CtpA, TsF, OmpH, GltA, SucC, SucD, FusA, GroEL, BP3330 and BP3561) which were immunogenic, essential and consistently expressed thus demonstrating their potential as future targets. This study established surface shaving in B. pertussis, confirmed key expression differences and identified unknown surface proteins which may be potential vaccine antigens.",2020 Jan 16
"Human AND ""Pathogen Evolution"" AND Bioinformatics",32213253,Deciphering the role of insertion sequences in the evolution of bacterial epidemic pathogens with panISa software.,Microbial genomics,"Next-generation sequencing (NGS) is now widely used in microbiology to explore genome evolution and the structure of pathogen outbreaks. Bioinformatics pipelines readily detect single-nucleotide polymorphisms or short indels. However, bacterial genomes also evolve through the action of small transposable elements called insertion sequences (ISs), which are difficult to detect due to their short length and multiple repetitions throughout the genome. We designed panISa software for the ab initio detection of IS insertions in the genomes of prokaryotes. PanISa has been released as open source software (GPL3) available from https://github.com/bvalot/panISa. In this study, we assessed the utility of this software for evolutionary studies, by reanalysing five published datasets for outbreaks of human major pathogens in which ISs had not been specifically investigated. We reanalysed the raw data from each study, by aligning the reads against reference genomes and running panISa on the alignments. Each hit was automatically curated and IS-related events were validated on the basis of nucleotide sequence similarity, by comparison with the ISFinder database. In Acinetobacter baumannii, the panISa pipeline identified ISAba1 or ISAba125 upstream from the ampC gene, which encodes a cephalosporinase in all third-generation cephalosporin-resistant isolates. In the genomes of Vibrio cholerae isolates, we found that early Haitian isolates had the same ISs as Nepalese isolates, confirming the inferred history of the contamination of this island. In Enterococcus faecalis, panISa identified regions of high plasticity, including a pathogenicity island enriched in IS-related events. The overall distribution of ISs deduced with panISa was consistent with SNP-based phylogenic trees, for all species considered. The role of ISs in pathogen evolution has probably been underestimated due to difficulties detecting these transposable elements. We show here that panISa is a useful addition to the bioinformatics toolbox for analyses of the evolution of bacterial genomes. PanISa will facilitate explorations of the functional impact of ISs and improve our understanding of prokaryote evolution.",2020 Jun
"Human AND ""Pathogen Evolution"" AND Bioinformatics",32287326,Characterizing Emerging Canine H3 Influenza Viruses.,PLoS pathogens,"The continual emergence of novel influenza A strains from non-human hosts requires constant vigilance and the need for ongoing research to identify strains that may pose a human public health risk. Since 1999, canine H3 influenza A viruses (CIVs) have caused many thousands or millions of respiratory infections in dogs in the United States. While no human infections with CIVs have been reported to date, these viruses could pose a zoonotic risk. In these studies, the National Institutes of Allergy and Infectious Diseases (NIAID) Centers of Excellence for Influenza Research and Surveillance (CEIRS) network collaboratively demonstrated that CIVs replicated in some primary human cells and transmitted effectively in mammalian models. While people born after 1970 had little or no pre-existing humoral immunity against CIVs, the viruses were sensitive to existing antivirals and we identified a panel of H3 cross-reactive human monoclonal antibodies (hmAbs) that could have prophylactic and/or therapeutic value. Our data predict these CIVs posed a low risk to humans. Importantly, we showed that the CEIRS network could work together to provide basic research information important for characterizing emerging influenza viruses, although there were valuable lessons learned.",2020 Apr
"Human AND ""Pathogen Evolution"" AND Bioinformatics",32502407,Pathogenic Allodiploid Hybrids of Aspergillus Fungi.,Current biology : CB,"Interspecific hybridization substantially alters genotypes and phenotypes and can give rise to new lineages. Hybrid isolates that differ from their parental species in infection-relevant traits have been observed in several human-pathogenic yeasts and plant-pathogenic filamentous fungi but have yet to be found in human-pathogenic filamentous fungi. We discovered 6 clinical isolates from patients with aspergillosis originally identified as Aspergillus nidulans (section Nidulantes) that are actually allodiploid hybrids formed by the fusion of Aspergillus spinulosporus with an unknown close relative of Aspergillus quadrilineatus, both in section Nidulantes. Evolutionary genomic analyses revealed that these isolates belong to Aspergillus latus, an allodiploid hybrid species. Characterization of diverse infection-relevant traits further showed that A. latus hybrid isolates are genomically and phenotypically heterogeneous but also differ from A. nidulans, A. spinulosporus, and A. quadrilineatus. These results suggest that allodiploid hybridization contributes to the genomic and phenotypic diversity of filamentous fungal pathogens of humans.",2020 Jul 6
"Human AND ""Pathogen Evolution"" AND Bioinformatics",32651267,Mammalian deltavirus without hepadnavirus coinfection in the neotropical rodent Proechimys semispinosus.,Proceedings of the National Academy of Sciences of the United States of America,"Hepatitis delta virus (HDV) is a human hepatitis-causing RNA virus, unrelated to any other taxonomic group of RNA viruses. Its occurrence as a satellite virus of hepatitis B virus (HBV) is a singular case in animal virology for which no consensus evolutionary explanation exists. Here we present a mammalian deltavirus that does not occur in humans, identified in the neotropical rodent species Proechimys semispinosus The rodent deltavirus is highly distinct, showing a common ancestor with a recently described deltavirus in snakes. Reverse genetics based on a tandem minus-strand complementary DNA genome copy under the control of a cytomegalovirus (CMV) promoter confirms autonomous genome replication in transfected cells, with initiation of replication from the upstream genome copy. In contrast to HDV, a large delta antigen is not expressed and the farnesylation motif critical for HBV interaction is absent from a genome region that might correspond to a hypothetical rodent large delta antigen. Correspondingly, there is no evidence for coinfection with an HBV-related hepadnavirus based on virus detection and serology in any deltavirus-positive animal. No other coinfecting viruses were detected by RNA sequencing studies of 120 wild-caught animals that could serve as a potential helper virus. The presence of virus in blood and pronounced detection in reproductively active males suggest horizontal transmission linked to competitive behavior. Our study establishes a nonhuman, mammalian deltavirus that occurs as a horizontally transmitted infection, is potentially cleared by immune response, is not focused in the liver, and possibly does not require helper virus coinfection.",2020 Jul 28
"Human AND ""Pathogen Evolution"" AND Bioinformatics",32795443,Ancient Bacterial Genomes Reveal a High Diversity of Treponema pallidum Strains in Early Modern Europe.,Current biology : CB,"Syphilis is a globally re-emerging disease, which has marked European history with a devastating epidemic at the end of the 15(th) century. Together with non-venereal treponemal diseases, like bejel and yaws, which are found today in subtropical and tropical regions, it currently poses a substantial health threat worldwide. The origins and spread of treponemal diseases remain unresolved, including syphilis' potential introduction into Europe from the Americas. Here, we present the first genetic data from archaeological human remains reflecting a high diversity of Treponema pallidum in early modern Europe. Our study demonstrates that a variety of strains related to both venereal syphilis and yaws-causing T. pallidum subspecies were already present in Northern Europe in the early modern period. We also discovered a previously unknown T. pallidum lineage recovered as a sister group to yaws- and bejel-causing lineages. These findings imply a more complex pattern of geographical distribution and etiology of early treponemal epidemics than previously understood.",2020 Oct 5
"Human AND ""Pathogen Evolution"" AND Bioinformatics",32859198,2000-year-old pathogen genomes reconstructed from metagenomic analysis of Egyptian mummified individuals.,BMC biology,"BACKGROUND: Recent advances in sequencing have facilitated large-scale analyses of the metagenomic composition of different samples, including the environmental microbiome of air, water, and soil, as well as the microbiome of living humans and other animals. Analyses of the microbiome of ancient human samples may provide insights into human health and disease, as well as pathogen evolution, but the field is still in its very early stages and considered highly challenging. RESULTS: The metagenomic and pathogen content of Egyptian mummified individuals from different time periods was investigated via genetic analysis of the microbial composition of various tissues. The analysis of the dental calculus' microbiome identified Red Complex bacteria, which are correlated with periodontal diseases. From bone and soft tissue, genomes of two ancient pathogens, a 2200-year-old Mycobacterium leprae strain and a 2000-year-old human hepatitis B virus, were successfully reconstructed. CONCLUSIONS: The results show the reliability of metagenomic studies on Egyptian mummified individuals and the potential to use them as a source for the extraction of ancient pathogen DNA.",2020 Aug 28
"Human AND ""Pathogen Evolution"" AND Bioinformatics",33012225,New ancient Eastern European Yersinia pestis genomes illuminate the dispersal of plague in Europe.,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences","Yersinia pestis, the causative agent of plague, has been prevalent among humans for at least 5000 years, being accountable for several devastating epidemics in history, including the Black Death. Analyses of the genetic diversity of ancient strains of Y. pestis have shed light on the mechanisms of evolution and the spread of plague in Europe. However, many questions regarding the origins of the pathogen and its long persistence in Europe are still unresolved, especially during the late medieval time period. To address this, we present four newly assembled Y. pestis genomes from Eastern Europe (Poland and Southern Russia), dating from the fifteenth to eighteenth century AD. The analysis of polymorphisms in these genomes and their phylogenetic relationships with other ancient and modern Y. pestis strains may suggest several independent introductions of plague into Eastern Europe or its persistence in different reservoirs. Furthermore, with the reconstruction of a partial Y. pestis genome from rat skeletal remains found in a Polish ossuary, we were able to identify a potential animal reservoir in late medieval Europe. Overall, our results add new information concerning Y. pestis transmission and its evolutionary history in Eastern Europe. This article is part of the theme issue 'Insights into health and disease from ancient biomolecules'.",2020 Nov 23
"Human AND ""Pathogen Evolution"" AND Bioinformatics",33024045,Survival Strategies of Pathogenic Candida Species in Human Blood Show Independent and Specific Adaptations.,mBio,"Only four species, Candida albicans, C. glabrata, C. parapsilosis, and C. tropicalis, together account for about 90% of all Candida bloodstream infections and are among the most common causes of invasive fungal infections of humans. However, virulence potential varies among these species, and the phylogenetic tree reveals that their pathogenicity may have emerged several times independently during evolution. We therefore tested these four species in a human whole-blood infection model to determine, via comprehensive dual-species RNA-sequencing analyses, which fungal infection strategies are conserved and which are recent evolutionary developments. The ex vivo infection progressed from initial immune cell interactions to nearly complete killing of all fungal cells. During the course of infection, we characterized important parameters of pathogen-host interactions, such as fungal survival, types of interacting immune cells, and cytokine release. On the transcriptional level, we obtained a predominantly uniform and species-independent human response governed by a strong upregulation of proinflammatory processes, which was downregulated at later time points after most of the fungal cells were killed. In stark contrast, we observed that the different fungal species pursued predominantly individual strategies and showed significantly different global transcriptome patterns. Among other findings, our functional analyses revealed that the fungal species relied on different metabolic pathways and virulence factors to survive the host-imposed stress. These data show that adaptation of Candida species as a response to the host is not a phylogenetic trait, but rather has likely evolved independently as a prerequisite to cause human infections.IMPORTANCE To ensure their survival, pathogens have to adapt immediately to new environments in their hosts, for example, during the transition from the gut to the bloodstream. Here, we investigated the basis of this adaptation in a group of fungal species which are among the most common causes of hospital-acquired infections, the Candida species. On the basis of a human whole-blood infection model, we studied which genes and processes are active over the course of an infection in both the host and four different Candida pathogens. Remarkably, we found that, while the human host response during the early phase of infection is predominantly uniform, the pathogens pursue largely individual strategies and each one regulates genes involved in largely disparate processes in the blood. Our results reveal that C. albicans, C. glabrata, C. parapsilosis, and C. tropicalis all have developed individual strategies for survival in the host. This indicates that their pathogenicity in humans has evolved several times independently and that genes which are central for survival in the host for one species may be irrelevant in another.",2020 Oct 6
"Human AND ""Pathogen Evolution"" AND Bioinformatics",33350934,Comparative Omics Analysis of Historic and Recent Isolates of Bordetella pertussis and Effects of Genome Rearrangements on Evolution.,Emerging infectious diseases,"Despite high vaccination coverage, pertussis is increasing in many industrialized countries, including the Czech Republic. To better understand Bordetella pertussis resurgence, we analyzed historic strains and recent clinical isolates by using a comparative omics approach. Whole-genome sequencing showed that historic and recent isolates of B. pertussis have substantial variation in genome organization and form separate phylogenetic clusters. Subsequent RNA sequence analysis and liquid chromatography with mass tandem spectrometry analyses showed that these variations translated into discretely separated transcriptomic and proteomic profiles. When compared with historic strains, recent isolates showed increased expression of flagellar genes and genes involved in lipopolysaccharide biosynthesis and decreased expression of polysaccharide capsule genes. Compared with reference strain Tohama I, all strains had increased expression and production of the type III secretion system apparatus. We detected the potential link between observed effects and insertion sequence element-induced changes in gene context only for a few genes.",2021 Jan
"Human AND ""Pathogen Evolution"" AND Bioinformatics",33567556,Dynamic Molecular Epidemiology Reveals Lineage-Associated Single-Nucleotide Variants That Alter RNA Structure in Chikungunya Virus.,Genes,"Chikungunya virus (CHIKV) is an emerging Alphavirus which causes millions of human infections every year. Outbreaks have been reported in Africa and Asia since the early 1950s, from three CHIKV lineages: West African, East Central South African, and Asian Urban. As new outbreaks occurred in the Americas, individual strains from the known lineages have evolved, creating new monophyletic groups that generated novel geographic-based lineages. Building on a recently updated phylogeny of CHIKV, we report here the availability of an interactive CHIKV phylodynamics dataset, which is based on more than 900 publicly available CHIKV genomes. We provide an interactive view of CHIKV molecular epidemiology built on Nextstrain, a web-based visualization framework for real-time tracking of pathogen evolution. CHIKV molecular epidemiology reveals single nucleotide variants that change the stability and fold of locally stable RNA structures. We propose alternative RNA structure formation in different CHIKV lineages by predicting more than a dozen RNA elements that are subject to perturbation of the structure ensemble upon variation of a single nucleotide.",2021 Feb 8
"Human AND ""Pathogen Evolution"" AND Bioinformatics",33588989,A paucigranulocytic asthma host environment promotes the emergence of virulent influenza viral variants.,eLife,"Influenza virus has a high mutation rate, such that within one host different viral variants can emerge. Evidence suggests that influenza virus variants are more prevalent in pregnant and/or obese individuals due to their impaired interferon response. We have recently shown that the non-allergic, paucigranulocytic subtype of asthma is associated with impaired type I interferon production. Here, we seek to address if this is associated with an increased emergence of influenza virus variants. Compared to controls, mice with paucigranulocytic asthma had increased disease severity and an increased emergence of influenza virus variants. Specifically, PB1 mutations exclusively detected in asthmatic mice were associated with increased polymerase activity. Furthermore, asthmatic host-derived virus led to increased disease severity in wild-type mice. Taken together, these data suggest that at least a subset of patients with asthma may be more susceptible to severe influenza and may be a possible source of new influenza virus variants.",2021 Feb 16
"Human AND ""Pathogen Evolution"" AND Bioinformatics",33605421,Comparative Genomics Reveals Early Emergence and Biased Spatiotemporal Distribution of SARS-CoV-2.,Molecular biology and evolution,"Effective systems for the analysis of molecular data are fundamental for monitoring the spread of infectious diseases and studying pathogen evolution. The rapid identification of emerging viral strains, and/or genetic variants potentially associated with novel phenotypic features is one of the most important objectives of genomic surveillance of human pathogens and represents one of the first lines of defense for the control of their spread. During the COVID 19 pandemic, several taxonomic frameworks have been proposed for the classification of SARS-Cov-2 isolates. These systems, which are typically based on phylogenetic approaches, represent essential tools for epidemiological studies as well as contributing to the study of the origin of the outbreak. Here, we propose an alternative, reproducible, and transparent phenetic method to study changes in SARS-CoV-2 genomic diversity over time. We suggest that our approach can complement other systems and facilitate the identification of biologically relevant variants in the viral genome. To demonstrate the validity of our approach, we present comparative genomic analyses of more than 175,000 genomes. Our method delineates 22 distinct SARS-CoV-2 haplogroups, which, based on the distribution of high-frequency genetic variants, fall into four major macrohaplogroups. We highlight biased spatiotemporal distributions of SARS-CoV-2 genetic profiles and show that seven of the 22 haplogroups (and of all of the four haplogroup clusters) showed a broad geographic distribution within China by the time the outbreak was widely recognized-suggesting early emergence and widespread cryptic circulation of the virus well before its isolation in January 2020. General patterns of genomic variability are remarkably similar within all major SARS-CoV-2 haplogroups, with UTRs consistently exhibiting the greatest variability, with s2m, a conserved secondary structure element of unknown function in the 3'-UTR of the viral genome showing evidence of a functional shift. Although several polymorphic sites that are specific to one or more haplogroups were predicted to be under positive or negative selection, overall our analyses suggest that the emergence of novel types is unlikely to be driven by convergent evolution and independent fixation of advantageous substitutions, or by selection of recombined strains. In the absence of extensive clinical metadata for most available genome sequences, and in the context of extensive geographic and temporal biases in the sampling, many questions regarding the evolution and clinical characteristics of SARS-CoV-2 isolates remain open. However, our data indicate that the approach outlined here can be usefully employed in the identification of candidate SARS-CoV-2 genetic variants of clinical and epidemiological importance.",2021 May 19
